week_id,anchor_date,theme,sub_theme,surfaced_via,stage,recognition,fuel_mix,floor_level,regime_fit,eligibility_gate,escape_applied,hunting_priority,priority_tier,score_demand,score_growth,score_inflection,score_durability,score_catalyst,score_capital,score_vehicle,demand_mechanism,delta_vs_last_week,proxy_quality,best_vehicles,flagged_this_week
2026-W23,2026-06-07,Nuclear Fusion Power (distinct from fission/SMR/HALEU),Magnetic/inertial-confinement fusion developers (Helion/TAE/Focused Energy/Thea) + first hyperscaler fusion PPAs; public-equity access pending via the TAE/TMTG merger,top-down leading-indicator (private capital inflection + DOE Office of Fusion) + narrative crystallization (first public-vehicle path via TAE/TMTG; hyperscaler-PPA endorsement),early,open,sentiment,5,headwind,monitor,none,AVOID,none,weak,strong,building,weak,building,building,weak,"Real private-capital inflection + DOE policy underwriting + a first hyperscaler PPA (Microsoft-Helion/Orion, first power targeted 2028), but commercial demand to public equity is ANNOUNCED-ONLY and pre-revenue — no firm near-term conversion mechanism and no clean public vehicle yet. Too early for a TD read (mechanism real, no inflection-to-revenue; Too-Early shape). Per HARD RULE 4 the absence of ",NEW this week (not in the 2026-06-06 map). Surfaced via topdown leading-indicator (private-capital inflection + DOE policy underwriting) + narrative crystallization (TAE/TMTG public-vehicle path; hyperscaler-PPA endorsement). Recall-mode surface only — logged as MONITOR for next week's discovery fee,"NONE / weak — no investable public pure-play exists; all credible developers private; pre-commercial with no grid power within ~12 years. AVOID (floor 5): no hunting, kept on the map at the lowest tier as a watch-only benchmark. Per the spine, a downgrade/AVOID STOPS hunting new names here — it is never a sell.",CFS,
2026-W23,2026-06-07,Domestic Uranium Conversion / Deconversion + LEU+ (5-10% enrichment) sub-bottleneck,The conversion (UF6) + deconversion + LEU+ layer BELOW HALEU — a distinct fuel-cycle choke point separate from SWU/HALEU enrichment proper (Metropolis lone US plant; no Western deconversion facility ready),bottleneck-migration (ASPI/QLE filings explicitly target conversion/deconversion + LEU+ as distinct offerings),early,open,fundamental,3,tailwind,monitor,sub-theme (finer-granularity bottleneck-migration escape from Western Enrichment — conversion/deconversion + LEU+ as a distinct value-chain layer below SWU/HALEU),HOLD,none,building,building,weak,building,building,building,weak,"The Western fuel cycle is gated not only at enrichment (SWU/HALEU) but at conversion/deconversion and the emerging LEU+ (5-10% assay) tier advanced LWRs and some SMRs need — Western capacity is even thinner here (Metropolis the lone US conversion plant). Real structural mechanism with rising policy capital, but demand is ANNOUNCED-ONLY in public equity (only proxy ASPI/QLE is MOU/services-stage, n",NEW this week (finer-granularity bottleneck-migration escape from the Western Enrichment theme; not in the 2026-06-06 map). Surfaced because ASPI/QLE 10-K/8-K language explicitly bundles conversion + deconversion + LEU+ as distinct planned offerings — a sub-layer the baseline folded into 'enrichment,"Real structural choke point but demand is ANNOUNCED-ONLY and not public-equity-accessible: all firm conversion demand (Metropolis $2B backlog) is private (Solstice) or diversified (Cameco/Orano); the only public proxy (ASPI/QLE) is MOU-stage + dilution-flagged. Recognition 'open' is largely a function of un-investability, not an un-noticed firm-demand wave. HOLD/monitor (recall-mode KEEP), NOT a HUNT. Zero on-list, zero actionable.",ASPI,
2026-W23,2026-06-07,Rare Earths & Critical Minerals Onshoring (DoD price floors + funded policy),"Heavy-REE / NdPr-magnet second-tier value chain de-risked by US government cash, the DoD $110/kg NdPr contract-for-difference floor and offtake (USAR/UAMY/UUUU/CRML pure-plays; MP = priced anchor-to-avoid). Bottleneck migrating mine/oxide -> metal-and-magnet conversion -> qualified domestic feedstock/recycling.","top-down, leading-indicator (DoD price-floor / funded-policy signal preceding broad equity recognition of the second-tier chain)",early,closing,fundamental,3,tailwind,pass,decoupled-leader,HUNT,P2,strong,building,strong,building,strong,building,building,"US government-engineered demand: DoD 10-yr $110/kg NdPr contract-for-difference floor (~2x market; DoD pays the shortfall vs MP's realized price, even on stockpiled material; 30% upside-share above floor) + $400M MP preferred equity (DoD ~15% holder) + $150M loan + funded '10X' magnet campus; MP-Apple $500M definitive recycled-magnet offtake (shipments 2027). Periphery funded via Commerce/CHIPS (U","HUNT/P2 + decoupled-leader escape + ZERO on-list vehicles UNCHANGED vs 2026-06-06. Floor refined 2->3 (clearer reading of a genuine funded mechanism + rising capital this session, still capped below 4-5 by the firmness asymmetry). Three concrete moves since the anchor: (1) China Northern Rare Earth ","Benchmark-grade only this week — ZERO on-list vehicles for the second straight read; the entire purest set (USAR/UAMY/UUUU/CRML/MP/REMX) is off-list. Strong on USAR + MP (MP as direction-anchor-to-avoid), adequate on UAMY (downgraded on the firmness gap) + UUUU, weak on CRML. The binding firm/funded demand concentrates on MP (priced) + Apple's offtake; the purest small-caps the thesis WANTS (USAR/UAMY) lack the price floor and have unconverted near-term demand — selection risk if a benchmark re-rate is mistaken for a constituent buy.",USAR; UAMY; MP; UUUU; CRML,
2026-W23,2026-06-07,High-Energy-Density Silicon-Anode & NDAA-Compliant Advanced Cells (drone/eVTOL/defense/space power),"Silicon-anode / next-gen lithium cells where Wh/kg is the binding constraint for UAS endurance, eVTOL range and LEO/space power; NDAA-compliant domestic capacity contracted ahead of revenue. Bottleneck migrating cell-chemistry -> NDAA-compliant domestic manufacturing CAPACITY -> upstream silicon-anode materials/feedstock.","cluster, leading-indicator",early,closing,fundamental,3,tailwind,pass,decoupled-leader,HUNT,P2,strong,building,strong,strong,building,strong,building,"Wh/kg energy density is the hard physical bottleneck for UAS endurance, eVTOL range and LEO/satellite power; defense/drone/aero OEMs design silicon-anode cells in via firm POs + contract-mfg capacity, pulled by a funded, dated NDAA domestic-sourcing mandate (new programs 2028, standard batteries 2029, FCC carve-out expiry Jan-2027) creating mandated domestic demand ahead of supply. Verified firm p","HUNT/P3 + mechanism + three on-list vehicles (AMPX strong/Direct, STI weak/R&D, ULBI weak/adjacent) + decoupled-leader escape UNCHANGED vs 2026-06-06. Floor refined 2->3. Two scoring moves: (1) capital_momentum BUILDING->STRONG on an INTENSIFYING new-entrant cluster (Factorial, 1414 Degrees SiNTL, S","One clean on-list pure-play (AMPX, strong/Direct — verified firm-FFP customer pull + converting revenue, fast-tracked). The other two on-list names are benchmark-quality only: STI (R&D/weak, confirmed narrative-only spike — recall-catch, not a buy) and ULBI (Adjacent/weak, legacy chemistry). Off-list ENVX (adequate, consumer-first) is the deeper-liquidity benchmark. Two NEW sub-lanes broke out this week — (a) Antimony & non-REE funded-policy (UAMY, announced-only, weakest of the group) and (b) NDAA-compliant domestic CELL-CAPACITY (the migrating bottleneck below chemistry) — but the firmest capacity vehicles (Packet Digital/Badland, 6K Energy, CRG, Nanotech) are PRIVATE, so no clean on-list capacity pure-play yet (SES pre-qualification, UMAC headline-driven drone-components are weak fits).",AMPX; STI; ULBI; ENVX; SLDP,AMPX
2026-W23,2026-06-07,Next-Gen Obesity / Metabolic Therapeutics,"Oral and multi-pathway GLP-1 successors (amylin combos, dual agonists)","top-down, leading-indicator",mid,open,fundamental,2,headwind,pass,decoupled-leader,HUNT,P3,strong,strong,building,strong,strong,building,building,"Structurally expanding obesity-drug market (~$10.1B 2026 -> ~$66.6B 2035, ~23% CAGR; 193+ pipeline assets). Real converting demand: Wegovy/Zepbound/Foundayo shipping at scale; injectable supply/convenience ceilings drive the oral/amylin race. Firm rising capital is in M&A (Pfizer-Metsera ~$10B, Nov-2025) running AHEAD of small-cap clinical revenue, so the takeout premium is the near-term re-rate v","UNCHANGED priority (HUNT P3), floor 2, recognition open. Modest catalyst-density / inflection FIRMING: VKTX VANQUISH-2 Ph3 enrollment COMPLETE and oral VK2735 Ph3 confirmed for 3Q26 (ECO-2026 13wk data May) — a small de-risk on the lead off-list benchmark. No new small-cap takeout bid in early June ","building — Direct pure-plays (VKTX/GPCR, strong) are off-list; the sole on-list vehicle VERU is an adequate Adjacent SARM combo, not a pure incretin. The amylin sub-wave has NO clean on-list pure-play (vehicle-poverty), so the theme's purest economics remain off-list / benchmark-only this week.",VKTX; GPCR; VERU; ALT; TERN; NVO,VERU
2026-W23,2026-06-07,GLP-1 Muscle-Preservation Adjuncts,Muscle-sparing adjuncts (myostatin antibodies / SARM) dosed alongside GLP-1s to preserve lean mass and break the weight-loss plateau,cluster,early,open,sentiment,3,neutral,pass,none,HUNT,P3,building,strong,building,building,strong,building,building,GLP-1 obesity drugs cause clinically documented lean-muscle loss; 'quality of weight loss' is an FDA-acknowledged gap (incremental-weight-loss endpoint accepted). Small-caps develop muscle-preserving adjuncts (VERU enobosarm/SARM; IBIO-600 anti-myostatin Ab) dosed WITH GLP-1s. Who-pays = obesity-drug makers + payers wanting better body-composition outcomes on the largest pharma TAM of the decade. ,"UNCHANGED priority (HUNT P3), floor 3, recognition open. IBIO Ph1 first-dose (Jun-2) confirmed as the carried catalyst; NO new efficacy event since. VERU PLATEAU timeline unchanged (interim early-2027 / topline 4Q-2027). Off-list benchmark SRRK slightly STRENGTHENED on survival (SMA BLA resubmission","strong but binary/early — two clean Direct on-list pure-plays (VERU, IBIO) plus a strong de-risked off-list benchmark (SRRK). The catch: both deployable names are pre-efficacy binary micro-caps (VERU PLATEAU topline 4Q-2027, IBIO Ph1 SAD), narrative-fuelled (floor 3), and survival/dilution-fragile — proxy purity is high, proxy DE-RISKING is low.",VERU; IBIO; SRRK,VERU; IBIO
2026-W23,2026-06-07,Next-Gen / Long-Duration Glucose Monitoring & Diabetes Tech,Year-long implantable CGM (Eversense 365) + AID integration & commercial-control reversion vs 10-15 day disposable incumbents,"cluster, leading-indicator",mid,open,fundamental,2,neutral,pass,none,HUNT,P3,strong,building,strong,building,strong,building,building,"CGM shifting from short-life disposables (Abbott/Dexcom/Medtronic ~98% share) toward longer-duration/implantable form factors + automated-insulin-delivery (AID) integration. SENS commercialised Eversense 365 (world-first one-year implantable CGM), retook US commercial/distribution control from Ascensia eff. Jan-1-2026 (revenue-share eliminated -> per-unit revenue + gross-margin uplift), integrated","UNCHANGED priority (HUNT P3), floor 2, recognition open, with CONFIRMING refresh: SENS Q1 metrics verified (+85% YoY / $11.7M / 58% GM) and FY26 guide RAISED to $60-64M; ADA Jun-6 RWE oral presentation DELIVERED (sustained one-year performance) — carried inflection holds and firms. Issuance-into-wea","adequate-to-strong — SENS is a strong Direct pure-play with a verified in-the-numbers inflection (the standout deployable vehicle of the three G6 themes), backstopped by an R&D-stage TRIB (adequate, pre-revenue binary). Off-list benchmarks (TNDM/DXCM) are weak proxies. The binding risk is survival/dilution (SENS balance-sheet fragility, TRIB going-concern), a buy-side filter for Tier 2 — not theme death.",SENS; TRIB; TNDM; DXCM,SENS; TRIB
2026-W23,2026-06-07,Fault-Tolerant Quantum Computing (Logical-Qubit Inflection),Logical-qubit / error-correction milestones on-roadmap + CHIPS ~$2.01B equity-stake/LOI government pull; new mega-scale listed pure-play QNT (Quantinuum IPO Jun-4) reshaping the vehicle landscape,top-down leading-indicator (carried theme),early,closing,sentiment,3,tailwind,pass,decoupled-leader,HUNT,P3,building,strong,building,building,strong,strong,building,"On-roadmap logical-qubit / QEC milestones hitting (Quantinuum 94/48 protected logical qubits Mar-2026; Microsoft Majorana 2 Jun-2 at Build, ~1,000x reliability claim, 20s-1min qubit lifetimes, commercial timeline pulled to 2029) drive rising government + private capital. Government PULL = U.S. Dept of Commerce ~$2.013B CHIPS program: signed LETTERS OF INTENT (not yet final binding awards) across 9","Recognition MATURED vs 2026-06-06 (was 'closing', now closing/nearing-closed, volatile): on the QNT debut Jun-4 the cohort briefly ran TOGETHER (IonQ +10%, QBTS +25%, RGTI +24%, QUBT +14% intraday) — the dispersion-collapse 'story-names-with-leader' condition the baseline said was ABSENT briefly app","Building/capped — clean pure-plays exist but ALL off-list; the binding constraints are (a) zero on-list deployable vehicles, (b) the leaders fail the <$25 universe filter, and (c) extreme valuations (P/S IONQ ~109, RGTI ~836, QBTS ~791). Recognition is CLOSING and per the adversarial verdict 'nearing-closed/volatile' after the QNT-debut cohort-ran-together-then-coordinated-selloff froth flicker; TD-5 crowding WATCH firing (~$931M net insider selling since mid-May). Decoupled-leader escape keeps the theme HUNT/P3, but there is nothing to fast-track this week.",IONQ; RGTI; QBTS; QNT; IBM; QUBT; ARQQ,
2026-W23,2026-06-07,Humanoid Robotics / Physical AI Supply Chain,Actuator / harmonic-reducer component bottleneck (pick-and-shovel); finer rare-earth-magnet + force/torque-sensor sub-layer noted as an alternate vehicle path,top-down leading-indicator (carried theme),early,open,sentiment,3,tailwind,pass,sub-theme,HUNT,P3,building,strong,building,strong,building,building,weak,"Physical-AI component bottleneck converting at the actuator/harmonic-reducer layer: Tesla/Musk ~$685M Sanhua actuator order (Oct-2025, deliveries Q1-2026, read as Optimus V3 design finalized); Harmonic Drive Systems booking large humanoid orders with rising US-client visibility; Green Harmonic Suzhou plant (500k-unit capacity) into production 2026; Chinese suppliers hold ~70% of Tesla's robot supp","ESSENTIALLY UNCHANGED vs 2026-06-06 (verified against current Jun-2026 sources). Recognition held/slightly upgraded to OPEN: Humanoid-100 still ~+25% since Feb-2025 (same as baseline) = broad-but-modest, NOT vertical froth; Morgan Stanley STILL frames the phase as 'precursor to greater differentiati","WEAK — explicitly the binding constraint. Genuine pure-plays are Japan/China-listed or large-cap; there is ZERO US-listed small-cap pure-play and ZERO on-list match in this week's 57 signals (the pack states this twice). The sub-theme escape keeps it HUNT/P3 on a strong/durable thesis, but it is vehicle-poor (the OPPOSITE of a saturated trade — TD-4 does NOT fire). Nothing to fast-track. The finer magnet/sensor escape was surfaced precisely so a (future) recognized actuator name doesn't crowd out a less-priced adjacent layer; the magnet leg may inherit a vehicle via G5 Rare-Earths.",Harmonic Drive Systems; Sanhua; Nabtesco; USAR; KROP,
2026-W23,2026-06-07,Agentic Enterprise Software Re-Rate (orchestration/process-automation platforms monetizing AI agents),"Public enterprise-software platforms (process automation / media supply chain) monetizing AI-agent attach into ARR; APPN the on-list converting proxy, CNVS the true-small-cap (loose) proxy",VC-funding,early,closing,mixed,2,tailwind,pass,sub-theme,HUNT,P2,strong,strong,building,building,building,strong,building,"Beaten-down enterprise-software platforms re-rate as AI-agent attach converts to bookings/ARR + pricing power. Demand is firm and rising: Gartner AI-agent software spend $206.5B 2026 -> $376.3B 2027 (+82% single-year), ~40% of enterprise apps to feature task-specific agents by end-2026 (from <5%); private agentic capital $2.66B +144% YoY. Realized at the on-list proxy: APPN converting ~40% AI-tier","NEW theme this week (was absent 2026-06-06). Splits the prior Tier-1 'AI-platform re-rate' new-cluster feed (CNVS/APPN/RXRX) into its genuine fundable half: agentic-enterprise-software SURVIVED the adversarial cross-check as a real theme with firm demand + rising capital (is_theme_real=true, demand_","Adequate. One strong on-list converter (APPN, real ARR conversion) anchors the only HUNT theme in the group; the rest of the on-list set (CNVS) is agentic-washing-prone and the marquee demand is leaking to private leaders (Sierra/Harness), so listed-equity vehicle scarcity is the binding constraint.",APPN; CNVS; PEGA; PATH,APPN; CNVS
2026-W23,2026-06-07,AI Memory Supercycle (HBM / DRAM),"AI-memory slice mis-bucketed in a 'mature' market; bottleneck migrating to advanced packaging (CoWoS/TSV/OSAT) — AMKR mid-cap closest non-mega-cap rung, no clean small-cap, none on-list",leading-indicator,mid,closing,fundamental,1,neutral,pass,decoupled-leader,HOLD,none,strong,strong,strong,building,strong,building,weak,"AI-driven HBM/DRAM/NAND acute supply squeeze: top-3 makers reallocated wafers to HBM (~3x wafer/GB vs DDR5), leaving commodity DRAM critically short; SK Hynix sold out through 2026, hyperscaler/Nvidia LTAs lock capacity, realized contract-price escalation (DRAM +90% Q1-26) is committed cash already in P&L. No TD trigger firing (TD-3 NO — capital still flooding in; TD-1 NO — AI demand structural).","INTENSIFIED, conclusion unchanged (was HOLD). New current-data: DRAM +90% Q1-26 confirmed and Gartner models ~130% DRAM+SSD surge by end-2026 (vs baseline +70%) — squeeze hardening, price-confirmed, persisting 2027-2030. Bottleneck migrating to advanced packaging (CoWoS oversubscribed through 2027; ","Strong on the off-list set (WDC/MU/SNDK), but ZERO on-list vehicles — entire chain is benchmark-only. HOLD: recognition now priced in the leaders, so the live edge is the adjacent durability-recognition gap (WDC) and the next-bottleneck migration (advanced packaging), not the parabolic core.",WDC; MU; SNDK; AMKR; SMH,
2026-W23,2026-06-07,AI Advanced-Packaging / OSAT Bottleneck (CoWoS / 2.5D HBM assembly & test),"Advanced-packaging/OSAT (CoWoS, 2.5D HBM assembly+test) as the binding post-memory AI bottleneck; AMKR mid-cap closest US vehicle, no clean small-cap, none on-list",bottleneck-migration,mid,closing,fundamental,1,neutral,pass,sub-theme,HOLD,none,strong,strong,strong,building,building,building,weak,"The AI bottleneck migrating GPUs->power->memory->PACKAGING: advanced packaging (CoWoS/2.5D) to connect logic dies to HBM is the single tightest part of the AI semi stack. Non-discretionary, capacity-gated: CoWoS sold out through 2027, OSAT (ASE/Amkor) advanced-packaging sales doubling 2026, NVIDIA reserving majority capacity, SK Hynix $3.9B first US 2.5D plant. No TD trigger (capacity-gated demand","NEW sub-theme this week (absent 2026-06-06), surfaced by the AI-memory bottleneck-migration prompt. Adversarial: is_theme_real=true, demand_firmness=firm, recognition=priced — survived-with-caveats as a real, live demand sub-LAYER worth keeping on the map (escape from AI Memory), pending an on-list ","Strong-but-PRICED and off-list. Real, firm bottleneck but the clean beneficiaries are mega/large-cap (AMKR/ASX/TSM) with recognition closed and TD-4 superior-liquid-proxy risk — no on-list small-cap pure-play, so there is no V9 buy. Survives as a real demand sub-layer (escape from AI Memory) pending an on-list small-cap vehicle.",AMKR; ASX; ONTO; TSM,
2026-W23,2026-06-07,Cybersecurity for the AI/Agentic Era,"Post-quantum cryptography (PQC) migration + agentic-threat defense; binding demand is federal/contractor PQC migration SERVICES (BAH-shape), software pure-plays off-list",top-down,mid,closing,fundamental,2,neutral,pass,sub-theme,HOLD,none,strong,building,building,strong,strong,building,weak,"Non-discretionary, policy-reinforced security spend: hard-dated federal PQC mandates (NSM-10 ~Apr-2026; contractor PQC readiness by Jan-4-2027 or exclusion) atop ~$244B infosec, plus agentic-threat defense as a named growth driver. No TD trigger (TD-2 opposite — regulation is the demand engine, mandates hardening; TD-3 NO — capital accelerating). HOLD is vehicle-quality WEAK.","Largely unchanged, mechanism reinforced (was HOLD). New current-data: Trump Cyber Strategy (Mar-6-2026) explicitly elevates PQC to strategic-infrastructure priority + CISA federal buying guidance live — further hardening binding demand. BAH flagged on-list again. SEALSQ/LAES still drifting from PQC ","Adequate. One deployable on-list vehicle (BAH, adequate — the hard-dated federal PQC services flow) plus a weak pre-scale adjacency (AUID); the strong software pure-plays (S/TENB/OKTA/CRWD) are all off-list. HOLD: recognition closing as the PQC/agentic narrative is well-known; the live edge is the binding SERVICES cash, not the discretionary tool budget.",BAH; AUID; S; TENB; PANW,BAH; AUID
2026-W23,2026-06-07,"Stablecoins, Tokenization & On-Chain Dollar Rails (GENIUS Act)",GENIUS-Act regulatory unlock funneling demand into compliant payment-stablecoin issuers + tokenized deposits; final-rule window Jun-9 comment close -> Jul-18 finalize,top-down,mid,closing,fundamental,2,neutral,pass,decoupled-leader,HOLD,none,strong,strong,strong,building,strong,building,weak,"GENIUS Act (enacted Jul-2025) creates a regulated pathway for banks/fintechs to issue/custody fully-reserved stablecoins; realized via Treasury-yield reserve income on 100%-reserved float + tokenized-deposit/RWA settlement volume; implementing rulemaking funded and in its dated comment->finalization window. No TD trigger (TD-2 watch-only — CLARITY-Act yield-ban a tail risk, not enacted; TD-3 NO — ","On-schedule, unchanged (was HOLD). New current-data verifies the dated catalyst window is live NOW: FinCEN/OFAC AML + FDIC comment periods close Jun-9-2026, state-equivalence closed Jun-2, finalization on track Jul-18-2026. No new on-list small-cap pure-play; EBON remains a FALSE match. All real veh","Strong on off-list issuers (SOFI/CRCL) but ZERO actionable on-list — all real vehicles are off-list benchmarks, and the only on-list name (EBON) is a verified false match (solar pivot). HOLD: GENIUS rulemaking finalizing (comment close ~Jun-9 → finalize ~Jul-18), recognition closing.",SOFI; CRCL; COIN; GLXY; EBON,
2026-W23,2026-06-07,Blood-Based Alzheimer's / Neuro Diagnostics,Plasma p-Tau217 + multi-analyte algorithmic blood tests displacing PET/CSF for AD triage (QTRX LucentAD); 510(k) decision H2-2026 still open,leading-indicator,early,closing,fundamental,2,neutral,pass,decoupled-leader,HOLD,none,building,building,building,building,strong,weak,building,Anti-amyloid therapy approvals (Leqembi/Kisunla) created funded clinical need for cheap scalable blood-based triage; reimbursement-and-regulatory-funded adoption (CMS $897 LucentAD Complete; QTRX Breakthrough + multi-analyte 510(k); Tempus distribution live; dx-partner rev +81% YoY off a tiny base). No TD trigger (TD-4 partial structural pressure only; TD-3 capital weak not reversing). HOLD on cap,"No material change (was HOLD). New current-data confirms QTRX 510(k) (submitted Feb-3-2026) still PENDING — the H2-2026 catalyst remains genuinely open, not resolved. QTRX again on this week's list. Category remains 13+ months post-first-clearance with QTRX a follower (capital-momentum WEAK). Stays ",Strong but single-name. One clean on-list Direct vehicle (QTRX) that effectively IS the small-cap theme; all others are weak benchmarks/comps with no AD revenue or no US listing. HOLD: recognition closing as the blood-test-replaces-PET thesis is known; the 510(k) decision (H2-2026) is the live catalyst.,QTRX; FNA; LH; NTRA,QTRX
2026-W23,2026-06-07,Cancer Immunotherapy / KRAS Vaccine Catalyst Cohort,"ELTX single-name blinded Ph2 DFS mKRAS pancreatic-vaccine binary (AMPLIFY-7P) — imminent mid-2026, sell-side + price front-ran the print, milestone slipped Q4-25->mid-26; cohort label invalid",leading-indicator,early,open,sentiment,5,headwind,fail,decoupled-leader,AVOID,none,weak,building,weak,building,strong,weak,building,"NO theme demand mechanism — a funded single-name biotech binary: ELTX AMPLIFY-7P (NCT05726864) blinded Ph2 DFS mKRAS PDAC readout, imminent mid-2026. 'Demand' = an efficacy endpoint, not contracted revenue. The named cohort is mechanistically invalid (TD-5-style false-basket); BTAI carries a firewall going-concern ruin flag (DO NOT BUY). Theme fails eligibility GATE 1.","DOWNGRADED HOLD -> AVOID (as a theme). The adversarial cross-check refuted the cohort framing (is_theme_real=false, demand_firmness=announced-only) and surfaced a milestone SLIP (Q4-2025 -> mid-2026 vs originally-stated date — a soft fake-inflection/credibility tell) plus a $400M dilution overhang. ","AVOID theme — the 'cohort' is mechanistically invalid (false basket), recognition open, floor 5. One real single-name (ELTX) survives as a standalone funded binary (announced-only efficacy 'demand', milestone slipped); BTAI is firewall ruin (exclude); RXRX/PACB/QTRX are peripheral comps. No theme-level fast-track; ELTX routes individually as an event-binary.",ELTX; RXRX; PACB; BTAI,ELTX
2026-W23,2026-06-07,Genomics & Life-Science Research Tools (long-read sequencing + sample infra),"Long-read/HiFi sequencing + sample/biomarker infra; capital RECEDING (NIH impairment), inflection = contraction — monitor mean-reversion only",cluster,early,open,sentiment,4,headwind,monitor,decoupled-leader,AVOID,none,weak,building,weak,building,building,weak,building,"Research/clinical sequencing + biomarker workflows (long-read HiFi, cold-chain sample mgmt, ultra-sensitive assays). Demand real but capex-sensitive and impaired by depressed NIH-biopharma tools funding; no firm fixed-price cash contract anchored. TD-3 (capital-flow reversal) ACTIVELY FIRING and persisting — precisely why AVOID.","AVOID confirmed (was AVOID). New current-data: PACB Q1 rev FLAT YoY, still cutting spend over NIH-funding uncertainty + tariffs, explicitly 'no recovery assumed in 2026 outlook'; AZTA defensive tuck-in M&A not organic recovery. TD-3 still firing and has NOT abated; cohort dominant read remains CONTR","AVOID theme (recognition open, floor 4) — capital RECEDING, inflection is a contraction. On-list names (PACB/AZTA/QTRX) are present but NOT real theme-flow vehicles; at most mean-reversion candidates. No fast-track. flagged_this_week empty by design — the theme has no buyable demand wave.",PACB; AZTA; TWST; QTRX,
2026-W23,2026-06-07,Housing & Building-Products Recovery (repair/remodel + new-build supply chain),"Commercial/multifamily glass + infra-water (TGLS decoupled-leader, CNM, SKYX) carved out of a rate-gated residential cluster; rate catalyst slipping further out",cluster,mid,closing,sentiment,3,headwind,pass,decoupled-leader,HOLD,none,building,building,weak,weak,weak,weak,building,"Bifurcated: stated unifier = anticipated rate relief reviving housing/R&R (but mortgage ~6.48% forecast >6% all 2026 — residential in contraction, NO rate catalyst). Genuine converting demand concentrated in rate-DECOUPLED rungs: TGLS commercial/multifamily glass ($1.36B firm backlog), CNM municipal water, SKYX committed shelf. No TD trigger (residential headwind is rate-gated timing, not mechanis","Modestly WORSE for the rate-relief thesis (was HOLD). The regime delta is the material change: the easing inflection slipped AWAY from a turn (hot May jobs +172K drove ~70% hike-by-EOY odds, 10y to 4.54%) — the rate catalyst the residential leg waits for is further off than on 2026-06-06. Reinforces","Strong only where demand is rate-DECOUPLED (TGLS commercial-glass backlog, CNM municipal water), weak/adjacent as exposure shifts to contracting residential (BXC/FBIN/AMWD/FND/HOV). All 8 candidates are on this week's list — the decision is WHICH rung to deploy, not whether a name flagged. HOLD: recognition closing on the decoupled-leader story; rate catalyst slipping further out.",TGLS; CNM; SKYX; AMWD; BXC,TGLS; CNM; SKYX
2026-W23,2026-06-07,Auto-Supplier Margin Restructuring / Recovery,Multi-year self-help cost-out at legacy parts suppliers inflecting to margin expansion (STRT/CPS pure-plays) vs a negative volume cycle,cluster,mid,open,fundamental,4,headwind,pass,none,HOLD,none,building,weak,building,weak,building,weak,building,"Internal cost-out + portfolio simplification converting to earnings recovery off a depressed base (margin self-help: STRT/CPS/DAN) — a cyclical/idiosyncratic margin-recovery basket, NOT rising secular end-demand (flat-to-declining ~91.8M-unit production). TD-3 ambient pressure (capital cheap because cycle deteriorating). Watch a >1 guidance cut in a fiscal year (firewall fake-inflection flag). HOL","No material change (was HOLD; verified no new earnings this week for STRT/CPS/APTV). Remains a cyclical value-turnaround basket that must out-run a negative cycle (tariffs ~$3,600/car + IRA rollback feeding an analyst-forecast auto-parts bankruptcy wave). Regime read marked headwind this week — the ","Strong on the small-cap Direct pure-plays (STRT/CPS) — both on-list and deployable; APTV on-list but weak (mega-cap mix). DAN/DCH strong/adequate but off-list. HOLD with open recognition (floor 4): the margin inflection is real but unproven on a flat-to-down volume line, so Tier 2 must test baseline durability.",STRT; CPS; APTV; DAN; DCH,STRT; CPS
2026-W23,2026-06-07,Macau / Integrated-Resort Gaming Recovery,"Macau GGR recovery + committed concession capex; late/closing, decelerating, large-cap consensus (MLCO purest ~100% Macau)",cluster,late,closing,fundamental,3,neutral,pass,none,HOLD,none,strong,weak,building,weak,building,weak,weak,"Recovering Asian gaming/visitation converting to reported earnings (MLCO/Wynn Macau) PLUS contractually-mandated concession capex (~$14.8-19.3B six-operator). Demand firm and converting but DECELERATING; operators capping capex to concession minimums on compressing ROI. No TD trigger (TD-3 partial/ambient — capex plateauing is maturity, not reversal). HOLD on late-stage + weak growth/capital + lar","Slightly firmer fundamentals, same conclusion (was HOLD). New current-data: May-2026 GGR +6.7% YoY (beat), YTD +10.9%, CBRE now +8.3% FY2026 (modest upgrade vs baseline +3.5% guide) — but growth expected to slow. MLCO/WYNN again on-list. Theme remains late-stage, largely priced, plateauing capital, ","Strong on the one pure-play (MLCO ~100% Macau, small-cap-priced) but late/closing/priced; adequate on WYNN (diluted hybrid). LVS/MGM off-list benchmarks. HOLD: recognition priced, GGR decelerating (+6.7% YoY May, +10.9% YTD = consensus) — a margin/mix story now, not early-flow.",MLCO; WYNN; LVS; MGM,MLCO; WYNN
