week_id,anchor_date,theme,sub_theme,surfaced_via,stage,recognition,fuel_mix,floor_level,regime_fit,eligibility_gate,escape_applied,hunting_priority,priority_tier,score_demand,score_growth,score_inflection,score_durability,score_catalyst,score_capital,score_vehicle,demand_mechanism,delta_vs_last_week,proxy_quality,best_vehicles,flagged_this_week
2026-W23,2026-06-06,China ADR Logistics / New-Energy Infrastructure micro-caps (LOW-CONFIDENCE),"Nasdaq-listed thin-float China-facing logistics / offshore-wind-logistics / SaaS micro-caps (ELOG, YXT, EBON)",cluster (listing/thin-float China-ADR co-movement),early,open,flow,5,neutral,monitor,decoupled-leader,AVOID,none,weak,weak,weak,weak,weak,weak,weak,"None as a theme — heterogeneous businesses bucketed only by being recently-listed thin-float China ADRs; demand pool explicitly not establishable. Single operational thread = ELOG offshore-wind component/blade logistics, transport and installation (up to 110m blades), driven by China offshore-wind buildout — but that is one small company, not a shared demand mechanism.",NEW (cold-start map),,,
2026-W23,2026-06-06,Precious-Metals Miners — Silver/Gold Structural-Deficit Breakout,"Primary silver miners + leveraged junior gold producers (industrial+monetary dual demand, extreme operating leverage to metal)",completeness-critic (commodity-complex omission),mid,closing,fundamental,2,neutral,pass,none,HOLD,none,strong,building,strong,building,building,weak,building,"Dual industrial+monetary demand against a structural, recurring (6th consecutive year) supply deficit. Most silver is a lead/zinc/copper by-product so primary mine supply is price-inelastic; primary-silver miners carry extreme operating leverage (revenue/oz rises against a roughly fixed cost base → nonlinear equity re-rate). Demand is FIRM/realized (physical consumption + ETP inflows, +18% physica",NEW (cold-start map),,AG; MAG; EXK; SILV; GATO; FSM; HL; CDE; SILJ,
2026-W23,2026-06-06,"Commercial Space Launch & Satellite Cadence (civil/commercial, distinct from defense Golden Dome)","Reusable medium-lift launch + small-sat/bus manufacturing + space-infrastructure value chain, funded by the reopening IPO window",completeness-critic (value-chain layer under-covered),early,closing,fundamental,2,tailwind,pass,decoupled-leader,HUNT,P1,strong,strong,strong,building,strong,building,strong,Record commercial launch cadence + constellation buildout drive recurring launch-as-a-service and satellite-bus demand; RKLB contracted backlog $2.2B (+108% YoY) converting to record revenue (+63.5% YoY); sector backlog >$500B. Reopening IPO window + ETF inflows fund the capital-hungry value-chain layer.,NEW (cold-start map),,RKLB; ASTS; PL; BKSY; RDW; LUNR,
2026-W23,2026-06-06,US Shipbuilding / Maritime Industrial Base Revival,"Autonomous/unmanned surface vessels (MUSV) + marine-systems/component small-caps; naval + commercial shipyard recapitalization, Jones Act fleet, submarine industrial base",completeness-critic (geography+policy omission),early,open,fundamental,2,tailwind,pass,sub-theme,HUNT,P3,strong,strong,building,building,building,strong,weak,"Funded policy/structural tailwind to rebuild a structurally atrophied US shipbuilding base. FIRM demand runs through ENACTED channels: FY2026 Defense Appropriations Act ($27.2B shipbuilding, signed into law) + OBBB reconciliation (~$29B maritime industrial base, enacted July 2025; incl. $4.6B 2nd FY26 Virginia, $2.1B MUSVs). Hard observable bottleneck: Virginia-class running ~1.1-1.3/yr vs 2/yr re",NEW (cold-start map),,HII; GD; MRCY; KTOS,
2026-W23,2026-06-06,Grid-Scale Energy Storage & Long-Duration Storage (LDES),"Utility-scale BESS integrators/developers + LDES (iron-air, thermal, flow) + storage-grade cell supply",completeness-critic (electrification value-chain layer omission),early,closing,fundamental,2,tailwind,pass,decoupled-leader,HUNT,P1,strong,strong,strong,building,strong,building,building,"Storage is the firming layer required to safely add AI/datacenter + intermittent load to a constrained grid — a distinct value-chain layer from generation/transformers. Operational evidence (EIA primary): battery storage = 24 GW / 28% of planned 2026 US capacity additions, 2nd-largest source, accelerating from record 15 GW in 2025. LBNL: ~890 GW of storage in interconnection queues (largest new-re",NEW (cold-start map),,EOSE; FLNC; NRGV; STEM; GWH; AMPX,
2026-W23,2026-06-06,"Western Uranium Enrichment / SWU Capacity Bottleneck (fuel-cycle, distinct from SMR/HALEU mining)",Domestic non-Russian LEU/HALEU separative-work capacity to fill the 2026-2028 supply cliff; early-innings angle in under-followed HALEU enrichers (ASP Isotopes / Quantum Leap Energy) vs the already-run LEU consensus vehicle,"completeness-critic (mis-bucketed fuel-cycle sub-theme, distinct value-chain layer from uranium mining/SMR)",early,closing,fundamental,2,tailwind,pass,decoupled-leader,HUNT,P2,strong,strong,building,building,strong,building,building,"Legislated, dated supply cliff: Prohibiting Russian Uranium Imports Act terminates all waivers Jan-1-2028 while the US enriches only ~4.9M SWU/yr vs ~15M SWU/yr requirement (~10M SWU/yr structural gap, much of it currently Russian-sourced). Backfilled by policy: $2.7B DOE LEU/HALEU enrichment program (appropriated, distributed Jan-5-2026 across Centrus/General Matter/Orano/GLE) plus a $900M Centru",NEW (cold-start map),,,
2026-W23,2026-06-07,Counter-Drone / Autonomous Warfare (C-UAS + attritable drones),C-UAS interception & net-capture hardware + DAWG attritable-drone/interceptor procurement (JIATF-401 conversion engine),cluster + top-down + leading-indicator,early,closing,fundamental,2,tailwind,pass,decoupled-leader + sub-theme,HUNT,P1,strong,strong,strong,building,strong,strong,building,"Funded government procurement converting to firm backlog/bookings/awards. Cheap FPV/Shahed-class drones killing multi-million-dollar assets triggered a procurement cycle now converting via firm cash IDIQs/POs. JIATF-401 is the conversion engine: Perennial Autonomy $500M C-UAS IDIQ (May 19, largest single C-UAS award to date; ~13,000 Merops interceptors at ~$15K vs $30-50K Shahed); Anduril $20B Lat",Structurally UNCHANGED but re-verified with fresh current data and STRENGTHENED at the margin vs the 2026-06-06 cold-start block. capital_momentum upgraded building->strong (Mach $300M Series C at $1.8B/4x-in-12mo for Dart C-UAS Jun 1; $14.6B defense-tech VC 2026 YTD vs $9.6B prior full-year record;,"adequate-to-strong on-list: PRZO + AIRO are clean Direct pure-plays; the rest of the on-list set is weak/derivative (GXAI) or mega-cap (AXON). Theme stays HUNT/P1 — gates clean (eligibility pass; floor 2 firm converting demand + committed capital; recognition closing but the cohort still DISCRIMINATES so the decoupled-leader escape applies, not closed-froth). Hunt the discriminated/converting micro tail (PRZO/AIRO), avoid the already-re-rated liquid headline names.",PRZO; AIRO; GXAI; AXON; ONDS; RCAT; DRO,PRZO; AIRO
2026-W23,2026-06-07,Golden Dome Missile Defense (layered shield + space-sensing/transport + proliferated-LEO launch),proliferated-LEO tracking/sensing + launch + interceptor/bus picks-and-shovels sub-layer (the contracted layer beneath the frothy interceptor narrative),top-down + leading-indicator,early,closing,fundamental,2,tailwind,pass,decoupled-leader + sub-theme (available but no clean on-list vehicle left to hunt),HOLD,none,strong,strong,weak,strong,strong,building,weak,"Funded ~$175B / ~$24.4B-FY26 megaproject converting into FIRM fixed-price prime awards now — but the cross-check proved the firm cash flows OFF-LIST/PRIVATE/MEGA-CAP, not to the on-list small-cap layer. Verified: Space Force SBST/SB-AMTI $4.16B space-sensing constellation award went to SpaceX (private), NOT the on-list launch/bus/sensor layer; the $3.2B space-based-interceptor framework went to 12",MATERIAL DOWNGRADE from HUNT to HOLD vs the 2026-06-06 cold-start block. The adversarial cross-check overturned the on-list-vehicle thesis: vehicle_quality building->WEAK and inflection_evidence building->WEAK. New conversion datapoints are real but undercut the small-cap layer — $4.16B SBST went to,"WEAK on-list. Theme is REAL with firm cash (verdict: survived-with-caveats, demand firm, recognition closing) but the vehicle layer is the binding weakness — firm dollars go private/mega-cap, on-list AMPX/AIRO are mis-attributed drone plays, ULBI has no award, and STI is a firewall-fail pump. DOWNGRADED to HOLD/none: stop hunting NEW on-list names here (a downgrade is never a sell). Liquid drone/space cohort already re-rated indiscriminately (ONDS/UMAC/RCAT LTM) — STAND-DOWN pressure on the cohort; decoupled-leader escape = RKLB off-list. Light vehicle note only.",BAH; AMPX; ULBI; STI; RKLB,
2026-W23,2026-06-07,US Shipbuilding / Maritime Industrial Base Revival,autonomous/unmanned MUSV + marine-systems small-caps — now anchored by the Navy MUSV Marketplace (May 22 7-company down-select); legacy naval/sub industrial base,completeness-critic + leading-indicator,early,open,fundamental,2,tailwind,pass,sub-theme,HOLD,none,strong,strong,building,building,strong,strong,weak,"Enacted, FIRM policy rebuilding an atrophied US shipbuilding base: FY2026 Defense Appropriations Act (signed) provides $27.2B for 17 ships + $1.5B Maritime Industrial Base (a $6.5B increase over request); Virginia-class running ~1.1-1.3/yr vs the 2/yr requirement (hard observable bottleneck). The mechanism SHARPENED this week from broad-approps to a dated competitive-procurement funnel: Navy MUSV ","DOWNGRADE from HUNT to HOLD vs the 2026-06-06 cold-start block — driven by the vehicle gate, not by the theme weakening. The mechanism actually SHARPENED (catalyst_density building->STRONG): Navy MUSV 7-company down-select (May 22) + Saronic Marauder launch + $300M Franklin expansion turn broad appr","WEAK / ABSENT on-list. Theme REAL with enacted firm funding (verdict: survived-with-caveats, demand firm, recognition open-because-empty); the MUSV sub-theme escape sharpened the mechanism (7-co down-select) but autonomous-layer demand_firmness is MIXED (conditional $15M trials payment, production eligibility only — fails the firm-FFP-cash bar). ZERO on-list pure-play — pure-plays are private (Saronic). HOLD/none: keep as benchmark watch, do not deploy; light vehicle note only. Watch for a listed maritime-autonomy IPO (Saronic a prime candidate) and any MUSV trial-to-production conversion.",HII; GD; MRCY; LDOS,
2026-W23,2026-06-07,Commercial Space Launch & Satellite Cadence,Reusable medium-lift launch (RKLB/FLY) + small-sat/bus manufacturing + D2D constellation (ASTS) + space-infrastructure picks-and-shovels (RDW); civil/commercial value chain funded by the reopening IPO window,completeness-critic (carried) + leading-indicator (this-session capital-flow + new listed launch vehicle FLY),early,closing,fundamental,2,tailwind,pass,"decoupled-leader (RKLB, category leader) + sub-theme (under-covered sat-bus/picks-and-shovels layer)",HUNT,P1,strong,strong,strong,building,strong,building,building,Recurring launch-as-a-service + constellation/sat-bus demand off record commercial launch cadence (a liftoff ~every 28h in 2025) CONVERTING contracted backlog to revenue: RKLB backlog $2.2B (+108% YoY) -> record revenue +63.5% YoY at 38.2% GAAP GM; FLY $1.3B backlog ~80% of 2026 booked -> Q1 rev +40% QoQ; ASTS proliferated-LEO D2D constellation deploying toward ~45 sats in 2026 under FCC commercia,"Held P1 HUNT but recognition hardened toward priced at the LIQUID benchmarks: the SpaceX IPO (~$1.75-2T, up to ~$75B, the largest ever) prices ~Jun 11-12 as a hard recognition-closing event with cohort-wide round-trip risk, and RKLB just round-tripped ~27% from its May-27 ATH ($151.00->$110.08 by Ju",strong,RKLB; FLY; ASTS; PL; RDW; BKSY; LUNR,
