timestamp,symbol,price,beta,banker,momentum_4w,return_20d,tier,theme,theme_score,pure_play_score,theme_verdict,final_decision,conviction,sector_status,upside_potential,bullish_factors,risk_factors,reasoning,passed_all_gates
2026-01-05 18:34:07,TLN,388.11,1.53,77.6,8.9,9.6,TIER1,AI Power Infrastructure / Grid Modernization,0.0,90,GOOD FIT,SKIP,2,Cold ❄️,Limited (<20%),Essential utility services,Regulatory overhang; Capital intensive operations; Rate environment pressure,Talen Energy faces utility sector challenges including regulatory pressures and rate environment headwinds. Limited upside potential for momentum trading.,NO
2026-01-05 18:34:07,VECO,31.56,1.5,65.1,3.1,-1.5,TIER2,AI Power Infrastructure / Grid Modernization,0.0,60,GOOD FIT,CONSIDER,3,Cooling 🔥,Moderate (20-50%),Specialized deposition equipment; Advanced node requirements; Potential cycle recovery,Semiconductor cycle downturn; Customer concentration; High operational leverage,Veeco Instruments provides specialized equipment for advanced semiconductors. While sector faces cyclical headwinds; specialized positioning could drive recovery when cycle turns.,YES
2026-01-05 21:32:05,SERV,12.78,2.69,100,5.4,-4.8,TIER1,Defense & Aerospace Supply Chain,0.0,35,GOOD FIT,ERROR,0,,,,,,NO
2026-01-05 21:32:05,RCAT,10.61,2.68,100,32.0,32.3,TIER1,Defense & Aerospace Supply Chain,0.0,85,GOOD FIT,ERROR,0,,,,,,NO
2026-01-05 21:32:05,UCTT,29.41,2.29,100,12.9,12.1,TIER1,Materials Infrastructure Rebuild,0.0,60,STRONG FIT,ERROR,0,,,,,,NO
2026-01-05 21:32:05,CC,12.68,2.08,67.7,-2.1,-0.2,TIER2,Materials Infrastructure Rebuild,0.0,70,STRONG FIT,ERROR,0,,,,,,NO
2026-01-05 21:32:05,ALGM,28.33,1.94,69.7,4.5,-3.0,TIER2,Energy Infrastructure Modernization,0.0,55,GOOD FIT,ERROR,0,,,,,,NO
2026-01-05 21:32:05,FIX,1029.85,1.81,90.0,6.4,2.8,TIER1,Materials Infrastructure Rebuild,0.0,75,STRONG FIT,ERROR,0,,,,,,NO
2026-01-05 21:32:05,IBKR,71.45,1.65,98.6,11.4,10.8,TIER1,Financial Services Rate Normalization,0.0,80,STRONG FIT,ERROR,0,,,,,,NO
2026-01-05 21:32:05,CTOS,6.16,1.64,58.8,0.4,0.7,TIER3,Energy Infrastructure Modernization,0.0,85,GOOD FIT,ERROR,0,,,,,,NO
2026-01-05 21:32:05,VECO,31.35,1.5,61.7,2.4,-2.2,TIER2,Materials Infrastructure Rebuild,0.0,75,STRONG FIT,ERROR,0,,,,,,NO
2026-01-05 22:01:40,RCAT,10.79,2.68,100,34.2,34.5,TIER1,Defense Manufacturing & Aerospace,0.0,85,STRONG FIT,CONSIDER,3,NEUTRAL,High (50%+),Strong theme momentum in defense sector; Small size makes it M&A target; Defense budget tailwinds multi-year; Manufacturing bottlenecks create pricing power,Low liquidity could amplify volatility; Single large contract dependency; Limited financial disclosure frequency,RCAT fits perfectly in the hot defense theme with strong sector tailwinds; but small cap nature creates execution and liquidity risks. Catalyst potential exists through contract wins and M&A; but timing uncertain without current data.,YES
2026-01-05 22:01:40,SERV,12.61,2.68,95.3,4.0,-6.0,TIER1,Industrial Automation & Manufacturing,0.0,40,GOOD FIT,CONSIDER,3,NEUTRAL,Uncertain,Industrial automation theme momentum with 7.0/10 score; Manufacturing labor shortages driving automation adoption; Defense production needs creating tailwinds,No visible catalyst for 50-100% move; Small-cap execution risk; Potential dilution history unknown,While SERV fits the strong Industrial Automation theme; lacks identifiable catalyst for asymmetric returns. Theme momentum alone insufficient without specific earnings beat potential; major contract wins; or product launches.,YES
2026-01-05 22:01:40,PI,176.56,2.15,83.2,21.5,11.6,TIER1,Industrial Automation & Manufacturing,0.0,60,STRONG FIT,CONSIDER,3,NEUTRAL,High (50%+),Strong fit with hot Industrial Automation theme; Manufacturing labor shortage driving automation demand; Defense production needs creating tailwinds; Established player in mission-critical automation,Earnings timing uncertainty without current data; Industrial automation adoption can be lumpy; Economic slowdown risk to capex spending,PI shows strong thematic alignment with industrial automation bottleneck thesis; but without current web data; cannot confirm immediate catalyst timing or rule out recent red flags. Theme fundamentals remain compelling for 50-100% moves.,YES
2026-01-05 22:01:40,CC,12.73,2.08,69.8,-1.7,0.2,TIER2,Battery Materials & Processing,0.0,35,GOOD FIT,CONSIDER,3,NEUTRAL,High (50%+),Battery processing bottleneck theme gaining momentum; EV adoption driving demand for processing capacity; Potential beneficiary of IRA battery supply chain incentives,Small cap execution risk; Commodity price volatility; Competition from established chemical companies,CC fits the battery materials processing bottleneck thesis well; but lacks clear near-term catalyst visibility. Theme momentum is present but company-specific drivers unclear without current data. Information staleness creates uncertainty around timing and governance.,YES
2026-01-05 22:01:40,ALGM,28.36,1.94,70.1,4.6,-2.9,TIER1,Industrial Automation & Manufacturing,0.0,70,STRONG FIT,CONSIDER,3,NEUTRAL,High (50%+),Strong fit in hot industrial automation theme; Defense manufacturing exposure aligns with geopolitical tailwinds; Manufacturing labor shortages driving automation adoption; Potential beneficiary of de,Small-cap volatility in current market; Execution risk on defense contracts; Cyclical exposure to industrial capex; Limited analyst coverage may constrain institutional flow,ALGM fits strongly into a confirmed hot theme with solid fundamental drivers around automation adoption and defense manufacturing. However; without current data on earnings timing; recent filings; and governance status; there's elevated information risk for position entry.,YES
2026-01-05 22:01:40,CTOS,6.17,1.64,60.0,0.7,1.0,TIER3,Grid Infrastructure & Power Delivery,0.0,75,STRONG FIT,CONSIDER,3,NEUTRAL,Uncertain,Perfect theme alignment with grid infrastructure bottleneck; Low float microcap structure for explosive moves; Power delivery critical for AI/data center expansion,Limited catalyst visibility without current data; Microcap liquidity constraints; Execution risk on grid infrastructure contracts,Strong thematic fit in the #1 ranked Grid Infrastructure theme; but lack of visible near-term catalysts makes this dead money risk despite perfect positioning. Small-cap grid plays can move 100%+ when catalysts hit; but timing is everything.,YES
2026-01-05 22:01:40,REZI,36.32,1.51,64.1,0.4,7.4,TIER2,Industrial Automation & Manufacturing,0.0,55,GOOD FIT,CONSIDER,2,NEUTRAL,Uncertain,Real estate technology automation fits theme; Manufacturing labor shortage drivers intact; Potential M&A target in consolidating proptech,No visible catalyst for re-rating; Real estate market headwinds; Uncertain earnings timing creates information gap,REZI fits the Industrial Automation theme as a real estate technology company; but lacks a clear catalyst for 50-100% moves. Without current earnings dates; analyst coverage; or recent developments; the setup appears to be 'dead money' despite clean fundamentals.,YES
2026-01-05 22:01:40,VECO,31.05,1.5,56.7,1.4,-3.1,TIER3,Industrial Automation & Manufacturing,0.0,70,STRONG FIT,CONSIDER,3,NEUTRAL,High (50%+),Strong fit with industrial automation theme; Defense manufacturing exposure; Automation labor shortage tailwinds,Cyclical industrial exposure; Competition in automation space; Data freshness concerns,VECO fits strongly with the investable Industrial Automation theme and should benefit from manufacturing labor shortages driving automation adoption. However; without current catalyst timing; insider activity; and recent financial data; conviction is limited to moderate levels.,YES
2026-01-06 19:19:31,RCAT,10.89,2.68,100,35.4,31.7,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,SERV,12.76,2.68,100,5.2,-4.9,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,UCTT,31.79,2.29,100,22.0,18.5,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,PI,184.48,2.15,100,26.9,16.4,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,CC,13.1,2.08,85.0,1.2,7.4,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,ALGM,31.5,1.95,100,16.2,9.6,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,VSAT,41.29,1.86,100,15.2,11.7,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,FIX,1021.35,1.81,85.2,5.5,3.2,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,PENG,21.3,1.76,67.7,2.2,-3.7,TIER2,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,IBKR,72.78,1.65,100,13.5,10.6,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,CTOS,6.11,1.64,55.1,-0.3,1.5,TIER3,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,XYZ,69.03,1.62,83.8,6.6,13.1,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,BBWI,21.89,1.6,100,9.2,11.4,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,FUTU,181.8,1.57,84.9,6.0,5.7,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,TLN,390.59,1.53,78.1,9.6,10.5,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,PENN,14.99,1.51,70.2,5.0,8.9,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,VECO,32.47,1.51,80.2,6.0,1.0,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:19:31,SVC,2.09,1.5,100,9.7,14.6,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,RCAT,10.87,2.68,100,35.2,31.4,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,SERV,12.71,2.68,100,4.8,-5.3,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,UCTT,31.85,2.29,100,22.3,18.8,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,PI,184.51,2.15,100,27.0,16.4,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,CC,13.12,2.08,85.8,1.3,7.5,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,ALGM,31.51,1.95,100,16.2,9.6,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,VSAT,41.34,1.86,100,15.4,11.8,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,FIX,1021.35,1.81,85.2,5.5,3.2,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,PENG,21.33,1.76,68.5,2.4,-3.5,TIER2,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,IBKR,72.76,1.65,100,13.4,10.6,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,CTOS,6.12,1.64,55.9,-0.2,1.7,TIER3,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,XYZ,69.0,1.62,83.6,6.6,13.0,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,BBWI,21.89,1.6,100,9.2,11.4,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,FUTU,182.14,1.57,85.8,6.2,5.9,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,TLN,390.59,1.53,78.1,9.6,10.5,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,PENN,14.98,1.51,69.7,4.9,8.8,TIER2,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,VECO,32.58,1.51,82.0,6.4,1.4,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:23:49,SVC,2.09,1.5,100,9.7,14.6,TIER1,,0.0,0,ERROR,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,RCAT,10.91,2.68,100,35.8,32.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,SERV,12.73,2.68,100,5.0,-5.1,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,UCTT,31.83,2.29,100,22.2,18.7,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,PI,184.62,2.15,100,27.0,16.4,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,CC,13.12,2.08,86.0,1.4,7.6,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,ALGM,31.47,1.95,100,16.1,9.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,VSAT,41.24,1.86,100,15.1,11.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,FIX,1018.0,1.81,83.4,5.2,2.9,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,PENG,21.31,1.76,68.0,2.3,-3.6,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,IBKR,72.71,1.65,100,13.4,10.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,CTOS,6.14,1.64,58.0,0.2,2.1,TIER3,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,XYZ,69.0,1.62,83.6,6.6,13.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,BBWI,21.86,1.6,100,9.0,11.2,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,FUTU,181.58,1.57,84.2,5.9,5.6,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,TLN,389.9,1.53,77.2,9.4,10.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,PENN,14.93,1.51,68.0,4.6,8.4,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,SVC,2.08,1.5,100,9.5,14.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:32:34,VECO,32.51,1.5,80.7,6.2,1.1,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,RCAT,10.91,2.68,100,35.8,32.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,SERV,12.77,2.68,100,5.2,-4.9,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,UCTT,31.92,2.29,100,22.5,19.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,PI,184.62,2.15,100,27.0,16.4,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,CC,13.16,2.08,87.4,1.6,7.9,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,ALGM,31.37,1.95,100,15.7,9.1,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,VSAT,41.24,1.86,100,15.1,11.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,FIX,1016.0,1.81,82.4,5.0,2.7,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,PENG,21.36,1.76,69.3,2.5,-3.4,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,IBKR,72.76,1.65,100,13.4,10.6,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,CTOS,6.14,1.64,58.0,0.2,2.1,TIER3,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,XYZ,69.1,1.62,84.3,6.7,13.2,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,BBWI,21.84,1.6,100,9.0,11.2,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,FUTU,181.29,1.56,83.3,5.7,5.4,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,TLN,391.16,1.53,78.9,9.8,10.7,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,PENN,14.93,1.51,67.8,4.5,8.4,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,SVC,2.08,1.5,100,9.5,14.4,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:36:45,VECO,32.47,1.5,80.1,6.0,1.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,RCAT,10.91,2.68,100,35.7,31.9,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,SERV,12.7,2.68,100,4.7,-5.4,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,UCTT,31.73,2.29,100,21.8,18.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,PI,184.9,2.15,100,27.2,16.6,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,CC,13.12,2.08,86.0,1.4,7.6,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,ALGM,31.43,1.95,100,15.9,9.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,VSAT,41.27,1.86,100,15.2,11.6,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,FIX,1014.51,1.81,81.6,4.8,2.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,PENG,21.33,1.76,68.4,2.4,-3.5,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,TMC,7.18,1.69,55.4,8.1,-7.9,TIER3,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,IBKR,72.69,1.65,100,13.3,10.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,CTOS,6.14,1.64,57.6,0.2,2.0,TIER3,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,XYZ,69.1,1.62,84.3,6.7,13.2,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,BBWI,21.83,1.6,99.8,8.9,11.1,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,FUTU,181.38,1.57,83.6,5.8,5.5,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,TLN,391.19,1.53,78.9,9.8,10.7,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,PENN,14.93,1.51,67.8,4.5,8.4,TIER2,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,REZI,35.76,1.5,55.1,-1.2,6.0,TIER3,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,SVC,2.08,1.5,100,9.5,14.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:41:00,VECO,32.47,1.5,80.1,6.0,1.0,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
2026-01-06 19:44:40,RCAT,10.86,2.68,100,35.1,31.3,TIER1,,0.0,0,SKIPPED,THEME_CONFIRMED,0,,,,,,NO
